,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
371,0,48,7.8,18.1,0.0,4.2,9.7,13,57.0,13,15,28.0,37.0,46.0,32.0,1013.7,1013.9,0.0,2.0,12.4,17.7,0,0
372,1,22,3.1,17.9,0.0,1.0,8.8,3,17.0,5,9,7.0,7.0,87.0,59.0,1028.8,1025.9,0.0,1.0,8.4,17.1,0,0
373,1,20,9.3,17.7,0.0,1.8,4.8,3,22.0,5,13,9.0,2.0,80.0,61.0,1020.0,1018.6,1.0,7.0,12.4,16.1,0,0
374,0,30,11.3,19.6,1.6,,,12,26.0,12,12,15.0,9.0,70.0,60.0,,,,,15.8,18.3,1,0
375,0,47,11.9,24.3,0.0,,,14,63.0,4,4,19.0,24.0,50.0,64.0,1008.0,1001.3,,1.0,18.6,19.0,0,0
376,0,7,21.7,30.4,0.0,8.0,12.0,4,31.0,6,4,7.0,15.0,59.0,65.0,1013.0,1008.1,4.0,4.0,27.3,28.4,0,0
377,1,47,9.9,20.0,0.0,,,14,50.0,7,14,2.0,24.0,51.0,36.0,1012.5,1008.9,,,15.5,19.1,0,0
378,1,45,8.7,18.6,7.0,2.4,0.0,9,50.0,7,8,2.0,19.0,97.0,79.0,1023.0,1021.0,7.0,8.0,13.9,16.3,1,1
379,1,37,16.8,24.9,0.2,9.8,10.8,4,41.0,7,0,6.0,17.0,62.0,53.0,1019.4,1016.7,3.0,3.0,20.5,23.1,0,0
380,0,19,13.0,22.4,0.0,4.8,9.3,8,31.0,11,10,11.0,15.0,88.0,48.0,1026.2,1023.5,5.0,2.0,14.7,21.0,0,0
381,1,24,9.7,20.8,3.0,,,16,,7,16,37.0,,74.0,,,,7.0,,13.0,,1,0
382,2,22,8.0,15.3,4.2,,,7,44.0,6,14,13.0,30.0,91.0,63.0,1023.2,1024.0,5.0,8.0,12.1,14.6,1,0
383,2,26,14.0,21.5,1.0,,,11,28.0,13,10,9.0,20.0,87.0,74.0,1022.6,1020.7,,,16.1,19.8,0,0
384,1,16,25.3,36.9,0.0,5.2,,3,35.0,14,5,11.0,2.0,66.0,44.0,1008.6,1002.5,2.0,3.0,30.2,37.0,0,1
385,0,11,13.0,27.8,0.0,3.8,10.5,3,37.0,3,7,15.0,15.0,50.0,32.0,1007.3,1003.6,1.0,1.0,21.9,27.1,0,0
386,1,12,10.1,25.9,0.0,5.8,14.1,11,33.0,9,11,17.0,20.0,63.0,47.0,1009.7,1005.2,,,18.1,23.0,0,0
387,0,28,15.7,34.3,0.0,11.2,6.8,2,46.0,4,2,15.0,6.0,44.0,28.0,1010.9,1008.6,7.0,8.0,25.5,32.3,0,0
388,0,2,16.7,23.9,12.0,,,9,24.0,9,9,11.0,9.0,72.0,73.0,1014.1,1013.3,,8.0,19.6,20.6,1,0
389,0,0,8.2,18.1,0.0,5.0,3.4,2,20.0,3,2,2.0,11.0,78.0,54.0,1032.3,1030.4,,,13.3,17.6,0,0
390,1,41,0.4,23.0,0.0,,,14,28.0,16,7,0.0,11.0,64.0,24.0,1019.9,1015.4,,,8.5,22.0,0,0
391,1,21,21.1,33.9,5.2,10.4,9.8,0,54.0,1,2,22.0,20.0,61.0,35.0,1012.0,1008.5,6.0,2.0,24.8,32.4,1,1
393,0,47,20.1,25.2,0.2,,,4,30.0,9,5,15.0,9.0,86.0,82.0,1010.3,1007.4,,,22.6,24.2,0,0
394,1,33,14.5,25.4,0.0,3.0,5.9,14,74.0,6,6,31.0,31.0,63.0,33.0,1013.1,1006.7,,5.0,17.9,24.3,0,1
395,1,7,11.8,18.0,0.2,3.6,1.0,12,13.0,12,12,6.0,2.0,68.0,67.0,1021.5,1020.0,7.0,8.0,13.9,15.9,0,1
396,0,36,6.0,19.4,1.4,,,3,28.0,7,7,13.0,13.0,63.0,40.0,,,,,14.0,18.6,1,0
397,1,29,11.5,31.7,,,11.3,13,39.0,3,13,20.0,24.0,27.0,37.0,1011.3,1010.1,,,27.2,28.0,2,0
398,0,6,10.8,25.4,0.0,,,10,28.0,10,1,11.0,9.0,80.0,48.0,1026.7,1024.0,0.0,2.0,13.6,21.8,0,0
399,2,29,19.4,37.4,0.0,,12.6,13,37.0,4,12,6.0,24.0,56.0,40.0,1014.5,1011.7,,,27.6,32.8,0,0
400,1,10,19.9,31.8,0.0,,,5,43.0,9,2,6.0,17.0,73.0,40.0,1012.5,1010.1,1.0,8.0,22.5,29.4,0,1
401,2,7,16.4,26.4,0.0,5.4,8.7,0,20.0,12,9,6.0,4.0,66.0,47.0,1023.8,1020.3,6.0,2.0,19.9,25.6,0,0
402,1,30,10.2,22.1,,,,15,56.0,12,15,26.0,30.0,33.0,27.0,,,,,17.9,20.4,2,0
403,1,0,18.4,22.3,0.0,6.0,8.4,14,44.0,15,12,17.0,15.0,62.0,49.0,1016.7,1016.8,,,19.2,21.5,0,0
404,0,45,16.1,37.8,0.0,5.6,11.0,7,54.0,6,7,17.0,31.0,73.0,16.0,1013.2,1007.8,2.0,5.0,23.3,37.6,0,0
405,1,5,5.7,16.4,0.0,,,14,39.0,7,13,20.0,22.0,56.0,51.0,1018.6,1015.6,7.0,8.0,12.1,14.9,0,1
406,0,38,8.4,20.7,0.0,3.8,10.0,1,39.0,14,1,11.0,28.0,51.0,56.0,1022.7,1017.7,3.0,5.0,15.8,19.0,0,0
407,2,6,4.3,16.4,0.0,,,9,33.0,10,10,13.0,17.0,72.0,49.0,1028.5,1026.5,,8.0,12.0,15.4,0,0
408,1,46,7.5,25.6,0.0,,,1,44.0,1,0,19.0,20.0,44.0,28.0,1016.5,1010.5,,,18.1,24.3,0,0
409,2,37,20.2,20.4,0.6,10.6,0.0,10,35.0,10,8,20.0,17.0,84.0,88.0,1013.2,1013.3,8.0,8.0,20.4,19.7,0,1
410,1,44,12.9,23.9,2.8,2.4,6.3,3,50.0,4,3,4.0,22.0,100.0,59.0,1007.9,1004.4,7.0,6.0,16.1,21.8,1,1
411,0,43,14.1,25.7,0.0,,,2,43.0,0,9,15.0,22.0,68.0,65.0,1021.6,1019.4,,,21.6,23.9,0,0
412,2,4,5.0,16.9,1.0,,,12,33.0,12,12,17.0,19.0,58.0,43.0,1025.0,1024.7,,,11.5,16.4,0,0
413,1,10,11.9,24.6,0.0,,,8,43.0,10,8,22.0,15.0,33.0,10.0,1023.6,1020.7,,,14.0,22.4,0,0
414,0,21,20.1,32.6,0.0,7.8,12.7,0,48.0,0,3,20.0,13.0,58.0,42.0,1015.1,1012.9,3.0,6.0,25.6,31.6,0,0
415,1,20,3.4,15.1,1.0,6.0,,11,52.0,12,8,17.0,11.0,79.0,78.0,1013.2,1013.8,7.0,7.0,6.9,9.3,0,1
416,0,15,7.5,16.3,0.0,4.8,4.3,8,48.0,6,11,13.0,22.0,54.0,69.0,1019.4,1019.5,7.0,7.0,11.6,13.7,0,1
417,1,4,11.6,18.8,0.0,,,9,22.0,8,0,7.0,11.0,83.0,77.0,1021.1,1020.2,,,14.1,15.8,0,0
418,1,20,8.7,26.5,0.2,9.6,12.0,10,31.0,9,8,17.0,13.0,53.0,20.0,1017.9,1014.5,8.0,2.0,14.7,24.5,0,0
419,1,34,11.0,18.9,0.6,0.4,,13,15.0,5,15,2.0,7.0,100.0,83.0,1031.8,1027.9,,,11.6,17.3,0,0
420,2,41,2.4,13.7,0.0,,,2,52.0,2,2,20.0,24.0,67.0,45.0,1030.1,1027.8,6.0,3.0,7.1,13.2,0,0
421,2,36,9.0,15.6,0.6,,,13,31.0,14,14,17.0,17.0,86.0,73.0,,,,,13.1,14.9,0,1
422,0,37,11.0,17.4,6.2,2.4,2.7,16,,13,15,17.0,4.0,92.0,88.0,1020.5,1020.4,7.0,7.0,12.8,14.1,1,1
423,1,11,17.0,24.8,0.0,,,16,,16,16,,,65.0,61.0,,,,,21.9,23.4,0,0
424,1,28,6.1,14.5,0.0,1.2,2.6,9,41.0,8,10,15.0,28.0,63.0,44.0,1029.6,1028.1,7.0,5.0,11.2,13.8,0,1
425,0,2,8.8,23.8,0.0,,,0,28.0,9,1,9.0,15.0,63.0,43.0,1022.5,1017.9,,,15.4,22.6,0,0
426,2,5,6.4,8.1,0.0,,,3,46.0,3,3,24.0,26.0,100.0,98.0,1016.9,1013.0,8.0,7.0,6.5,7.6,0,1
427,2,29,19.3,38.2,0.0,,12.0,15,50.0,8,8,7.0,35.0,63.0,24.0,1009.0,1006.5,,,28.0,34.7,0,0
428,1,34,6.5,19.8,0.0,2.2,,12,46.0,13,13,17.0,22.0,46.0,32.0,1012.6,1011.2,,,16.3,18.6,0,0
429,1,9,5.1,22.1,0.0,,,7,30.0,7,6,9.0,19.0,68.0,50.0,1029.3,1026.5,8.0,,15.9,19.7,0,0
430,0,10,15.1,26.7,0.0,4.2,11.8,7,44.0,7,14,15.0,22.0,55.0,27.0,1011.5,1011.6,1.0,1.0,19.6,25.8,0,0
431,2,29,4.9,24.1,0.0,,8.0,13,43.0,7,7,20.0,31.0,53.0,65.0,1011.7,1009.2,3.0,8.0,18.4,19.3,0,0
432,1,5,12.4,17.0,0.0,,,3,37.0,11,13,15.0,24.0,98.0,54.0,1015.7,1016.4,8.0,1.0,12.4,15.8,0,0
433,2,41,17.3,32.9,0.0,,,0,48.0,0,1,28.0,22.0,22.0,12.0,1016.7,1013.0,,,25.2,31.7,0,0
434,0,15,7.9,16.6,5.8,3.6,10.4,7,59.0,3,7,22.0,22.0,59.0,31.0,1001.6,1003.4,5.0,4.0,12.0,14.8,1,0
435,0,23,3.6,11.1,,,,16,,16,16,,,,,,,,,,,2,0
436,2,10,6.1,16.3,0.0,,,12,20.0,9,11,9.0,13.0,78.0,55.0,1028.3,1025.9,6.0,5.0,9.5,15.5,0,0
437,0,47,16.4,20.8,0.0,,,8,43.0,12,9,13.0,11.0,78.0,75.0,1026.7,1024.1,8.0,8.0,17.1,19.3,0,0
438,1,8,22.4,26.5,5.0,4.0,2.0,10,46.0,8,10,24.0,22.0,84.0,89.0,1015.8,1013.0,5.0,7.0,24.5,24.7,1,1
439,1,14,21.6,28.9,2.2,,,9,33.0,10,9,24.0,20.0,74.0,68.0,1014.3,1011.7,,,25.8,27.5,1,1
440,1,11,13.1,24.2,0.8,1.8,4.1,6,35.0,14,3,2.0,17.0,94.0,65.0,1021.5,1017.0,7.0,7.0,16.1,21.7,0,0
441,1,10,17.6,30.9,0.0,34.4,,4,28.0,1,2,19.0,6.0,64.0,31.0,1017.1,1014.5,7.0,7.0,21.9,29.4,0,0
442,1,40,10.4,18.0,0.0,,,3,22.0,5,3,2.0,11.0,93.0,77.0,1013.5,1011.6,,,14.9,16.5,0,0
443,2,2,2.9,11.9,4.4,,,12,19.0,11,15,6.0,11.0,90.0,67.0,1020.1,1017.3,8.0,,5.8,10.5,1,0
444,1,42,-0.4,12.1,0.0,0.6,5.3,0,17.0,0,7,9.0,2.0,100.0,58.0,1031.3,1028.2,6.0,7.0,1.3,11.4,0,0
445,1,10,14.6,22.0,0.4,4.8,,8,31.0,11,8,11.0,11.0,70.0,46.0,1015.8,1014.8,7.0,7.0,15.9,19.8,0,0
446,2,41,8.3,22.9,0.0,,,0,31.0,0,9,19.0,15.0,49.0,25.0,1024.1,1020.4,,,14.2,21.9,0,0
447,2,29,8.0,18.8,0.0,,9.6,1,48.0,1,1,33.0,20.0,70.0,48.0,1024.8,1019.4,,,11.4,18.5,0,0
448,1,9,5.8,32.1,0.0,,,6,43.0,8,7,2.0,30.0,56.0,27.0,1017.8,1013.6,,,17.4,30.9,0,1
450,0,19,8.3,19.7,0.0,2.4,0.7,3,41.0,3,7,24.0,22.0,78.0,57.0,1021.1,1018.5,7.0,7.0,12.8,19.1,0,1
451,1,34,7.9,20.7,0.6,,,2,20.0,9,4,2.0,4.0,97.0,48.0,1030.1,1025.7,8.0,,12.4,20.5,0,0
452,2,11,14.7,22.8,9.8,,,3,39.0,7,8,22.0,28.0,74.0,82.0,1012.6,1011.8,,8.0,19.4,19.1,1,1
453,0,31,8.7,19.0,2.8,2.4,8.0,11,31.0,0,11,6.0,13.0,72.0,53.0,1021.4,1020.5,1.0,7.0,14.3,16.7,1,0
454,1,39,10.2,26.7,0.0,6.6,10.3,2,43.0,10,4,9.0,20.0,48.0,43.0,1020.0,1016.8,0.0,1.0,21.2,25.6,0,0
455,0,2,5.7,17.5,0.0,,,13,20.0,8,14,2.0,6.0,89.0,56.0,1024.7,1021.7,8.0,6.0,10.2,16.8,0,0
456,0,13,25.6,30.8,0.0,4.2,2.4,12,52.0,2,9,11.0,19.0,78.0,98.0,1007.7,1005.9,7.0,7.0,30.4,25.0,0,1
457,2,2,16.5,37.1,0.0,,,10,26.0,9,13,9.0,9.0,46.0,19.0,1015.6,1011.5,,,26.1,35.4,0,0
459,1,28,14.7,16.8,11.4,5.2,0.0,9,61.0,9,9,24.0,33.0,94.0,92.0,1011.7,1009.0,8.0,8.0,14.8,13.5,1,1
460,2,24,,25.2,0.0,,,16,,16,16,0.0,,53.0,,,,3.0,,17.5,,0,0
461,2,41,18.0,34.6,0.0,,,12,39.0,0,12,2.0,17.0,64.0,32.0,1006.7,1003.1,,1.0,24.6,33.2,0,0
462,0,32,5.9,22.9,0.0,4.2,9.3,11,43.0,1,11,6.0,30.0,81.0,57.0,1017.1,1015.5,2.0,3.0,15.0,21.1,0,0
463,2,28,11.4,28.8,0.0,8.0,12.5,9,31.0,0,2,15.0,11.0,64.0,28.0,1019.2,1016.1,2.0,,16.0,26.9,0,0
464,2,35,5.3,16.8,0.0,,,13,48.0,13,13,22.0,30.0,81.0,69.0,1000.3,999.2,8.0,8.0,11.0,15.0,0,0
465,0,47,19.4,23.7,0.0,,,8,39.0,8,9,20.0,15.0,72.0,63.0,1019.1,1018.1,8.0,7.0,20.4,23.0,0,0
466,1,37,21.6,27.0,1.0,8.4,8.5,2,30.0,2,0,4.0,24.0,73.0,73.0,1016.5,1013.7,4.0,5.0,24.2,24.0,0,0
467,0,43,12.0,20.1,0.0,,,11,24.0,8,10,7.0,13.0,73.0,71.0,1019.0,1015.3,,,16.4,18.1,0,0
468,1,17,12.0,23.6,0.0,,,10,30.0,9,3,7.0,11.0,56.0,38.0,1022.4,1020.8,,,15.0,21.9,0,0
469,0,42,1.9,20.1,0.0,5.8,11.8,1,39.0,0,0,13.0,15.0,47.0,39.0,1029.3,1025.0,1.0,5.0,11.4,18.0,0,0
470,2,45,19.6,35.5,0.0,,,10,31.0,7,2,13.0,22.0,74.0,51.0,1011.7,1008.4,5.0,2.0,25.1,31.1,0,0
471,0,7,22.1,29.9,0.0,8.0,12.2,1,30.0,5,4,9.0,13.0,51.0,58.0,1016.5,1013.3,2.0,1.0,27.1,27.3,0,0
472,0,20,12.6,26.1,3.4,2.4,9.9,7,70.0,5,3,11.0,11.0,91.0,35.0,1010.7,1006.6,1.0,5.0,16.0,24.9,1,1
473,0,42,5.2,19.4,0.0,3.0,10.3,9,15.0,0,14,9.0,6.0,79.0,32.0,1026.3,1022.6,1.0,2.0,11.4,18.9,0,0
474,1,47,12.4,16.5,0.8,,,11,61.0,11,12,39.0,24.0,77.0,88.0,1024.9,1022.7,8.0,8.0,14.1,14.3,0,0
475,2,48,18.5,40.1,0.0,13.4,,13,74.0,4,15,39.0,41.0,60.0,15.0,1000.3,997.0,2.0,,26.0,38.7,0,0
476,2,22,16.0,23.2,0.0,5.2,6.1,13,59.0,14,13,31.0,43.0,57.0,47.0,1002.8,1006.7,7.0,6.0,22.9,20.8,0,0
477,1,31,14.2,21.4,0.0,7.0,2.0,2,41.0,2,0,17.0,17.0,58.0,51.0,1017.6,1015.6,7.0,5.0,15.7,20.5,0,0
478,2,4,16.6,22.9,0.0,,,8,33.0,12,0,2.0,13.0,70.0,70.0,1015.6,1016.7,,,20.7,19.8,0,0
479,1,28,3.1,13.6,3.4,,2.7,2,17.0,5,0,7.0,4.0,100.0,69.0,1032.4,1031.2,2.0,6.0,7.5,12.9,1,0
480,1,46,11.1,28.2,0.0,,,8,43.0,9,10,17.0,26.0,64.0,46.0,1020.7,1016.0,,,17.9,26.2,0,0
481,1,6,3.3,12.5,0.0,,,14,43.0,14,14,15.0,22.0,69.0,69.0,1033.4,1030.7,8.0,8.0,10.7,11.6,0,0
482,2,4,5.5,20.7,0.2,,,9,22.0,16,0,0.0,11.0,100.0,53.0,1025.4,1023.7,,,10.4,19.9,0,0
483,2,23,12.2,19.9,0.0,,,13,43.0,13,13,19.0,13.0,72.0,62.0,,,,,15.5,19.1,0,0
484,0,15,5.0,18.7,0.0,3.8,9.1,16,,6,5,15.0,20.0,49.0,42.0,1014.4,1007.9,2.0,6.0,12.3,17.6,0,0
485,1,20,8.9,28.3,0.0,8.0,11.9,4,52.0,5,5,37.0,28.0,18.0,4.0,1023.0,1018.7,6.0,5.0,17.4,26.2,0,0
486,0,48,20.7,21.1,0.2,13.0,1.2,0,44.0,2,2,26.0,33.0,63.0,81.0,1013.0,1009.6,7.0,8.0,21.0,19.4,0,1
487,0,29,17.1,34.5,0.0,,11.7,0,35.0,4,1,15.0,13.0,34.0,13.0,1023.7,1019.5,0.0,0.0,21.6,33.0,0,0
488,0,27,15.8,22.8,0.6,3.2,8.2,0,43.0,0,0,20.0,26.0,70.0,67.0,1021.6,1019.1,6.0,4.0,20.8,21.2,0,0
490,0,20,23.1,36.5,0.0,11.8,4.7,13,57.0,7,15,19.0,37.0,22.0,46.0,1007.8,1010.8,3.0,8.0,32.8,27.6,0,1
491,0,3,4.9,25.4,0.0,4.0,8.2,7,31.0,3,7,11.0,19.0,27.0,18.0,1016.3,1012.6,2.0,3.0,16.0,24.7,0,0
492,1,23,-2.7,2.5,0.8,,,12,48.0,12,12,22.0,20.0,,91.0,,,,,,0.7,0,0
493,0,0,8.4,13.0,1.2,1.0,1.8,15,69.0,3,15,17.0,24.0,78.0,66.0,1013.0,1011.1,,,10.2,12.5,1,1
494,0,20,11.8,20.7,0.0,5.6,3.0,15,57.0,6,12,19.0,28.0,35.0,53.0,1005.9,1000.8,7.0,7.0,18.6,16.9,0,1
495,2,30,18.7,31.0,0.0,,,2,28.0,8,13,4.0,7.0,78.0,41.0,,,,,22.8,29.8,0,0
496,0,44,3.3,16.5,0.2,1.0,6.4,5,13.0,4,10,6.0,6.0,100.0,68.0,1021.4,1018.8,1.0,6.0,6.7,16.3,0,0
497,2,48,17.4,36.0,0.0,,,5,39.0,1,3,26.0,15.0,23.0,30.0,1018.5,1014.2,,,27.3,34.7,0,0
498,1,43,9.1,21.0,0.0,,,11,30.0,5,8,6.0,11.0,70.0,69.0,1019.4,1016.1,,,16.0,18.7,0,0
499,1,19,10.0,16.3,2.6,1.0,0.2,15,31.0,15,15,19.0,13.0,97.0,72.0,1018.1,1017.7,8.0,7.0,12.4,16.2,1,0
